"urg",1
"rgl",1
"lsn",1
"sne",1
"eas",1
"asn",1
"snw",1
"nop",1
"opf",1
"pfs",1
"fse",1
"enl",1
"nls",1
"lsr",1
"ben",1
"egd",1
"gdd",1
"ddm",1
"dmn",1
"mns",1
"cur",1
"ure",1
"rer",1
"ene",1
"net",1
"brt",1
"bei",1
"flr",1
"ond",1
"nde",1
"e71",1
"71n",1
"1nc",1
"cdn",1
"dns",1
"ons",1
"nsf",1
"sfe",1
"fe7",1
"74n",1
"4nc",1
"pr+",1
"r+s",1
"+se",1
"onr",1
"nre",1
"ede",1
"e75",1
"75n",1
"5nc",1
"tfn",1
"fnr",1
"pso",1
"lem",1
"emr",1
"mrd",1
"rde",1
"del",1
"elu",1
"lus",1
"set",1
"eto",1
"tot",1
"ote",1
"dni",1
"nin",1
194,1
"94w",1
"4wl",1
"ld'",1
"d's",1
"sn",1
"snc",1
"etr",1
"trf",1
"rfx",1
"alp",1
"egl",1
"e-s",1
"-se",1
"see",1
"eer",1
"er+",1
"r+e",1
"vls",1
"emt",1
"mts",1
"-ct",1
"cts",1
"e-w",1
"-ws",1
"wse",1
"e-f",1
"-fr",1
"frt",1
"trt",1
"rtr",1
"onp",1
"ldx",1
"dxl",1
"lrc",1
"pne",1
"new",1
"lds",1
"dst",1
"sts",1
"mex",1
"exl",1
"dvl",1
"vlm",1
"lmt",1
"mt6",1
"t6t",1
"6tu",1
"tun",1
"bec",1
"nsa",1
"sai",1
"ais",1
"ist",1
"nmu",1
"una",1
"kls",1
"e-l",1
"-lr",1
"rst",1
"te-",1
"e-m",1
"-mk",1
"en-",1
"n-m",1
"-mr",1
"sae",1
"ae6",1
"e6n",1
"6ns",1
"ese",1
"nmb",1
"mbs",1
"nmn",1
"mnr",1
"ep+",1
"p+e",1
"+e2",1
"e2p",1
"2pt",1
"pte",1
"ews",1
"wsr",1
"26m",1
"6ml",1
"mls",1
"se7",1
"74s",1
"4sp",1
"spr",1
"prk",1
"rks",1
"se2",1
"e29",1
"29k",1
"9ke",1
"ken",1
"eno",1
"nos",1
"oso",1
"le1",1
"e17",1
173,1
"73r",1
"3r7",1
"r7r",1
"7rs",1
356,1
"56l",1
"6le",1
"lec",1
"ecl",1
"clg",1
"lgs",1
"gse",1
"euu",1
"uun",1
"unu",1
"nut",1
"utr",1
"tre",1
"edk",1
"dkr",1
"krs",1
"eps",1
"esh",1
"shl",1
"hle",1
"6s1",1
"s1m",1
"1mt",1
"mtc",1
"tcs",1
"cse",1
"seh",1
"eht",1
"htl",1
"tls",1
"cut",1
"utc",1
"tct",1
"ctr",1
"rsn",1
"snm",1
99,1
9.8,1
0.84,1
84,1
"4.b",1
".b2",1
"b2u",1
"2un",1
"une",1
"nep",1
"epl",1
"pls",1
"ncr",1
"sea",1
"eao",1
"aol",1
"olt",1
"lts",1
"ens",1
"nsk",1
"sks",1
"nsr",1
"reo",1
"eou",1
"ous",1
"epu",1
"put",1
"uts",1
"duc",1
"ucb",1
"be3",1
"e3x",1
"3xo",1
"xor",1
"orl",1
"dnm",1
"nms",1
"mse",1
"in2",1
"n2n",1
"2nt",1
"trl",1
"rle",1
"ler",1
"tsr",1
"rcr",1
"crb",1
"rbn",1
"bne",1
"lsp",1
"pns",1
"eng",1
"ngs",1
"gsp",1
"emk",1
"erb",1
"rbs",1
"bea",1
"eav",1
"avx",1
"vxl",1
"hmc",1
"mcr",1
"cre",1
"res",1
"esc",1
"scb",1
"beÂ",1
"eÂœ",1
"Âœm",1
"œmu",1
"und",1
"ndd",1
"ddl",1
"dls",1
"d-w",1
"-w-",1
"w-m",1
"-m-",1
"m-y",1
"-yh",1
"yhi",1
"hil",1
"ilx",1
"lxd",1
"xdr",1
"drl",1
"rlx",1
"mndm",1
"ndmx",1
"dmxn",1
"mxne",1
"xnea",1
"near",1
"ears",1
"se-n",1
"e-n-",1
"-n-s",1
"n-st",1
"-sta",1
"sta-",1
"ta-k",1
"a-kn",1
"-kna",1
"knar",1
"nare",1
"nenp",1
"enpi",1
"npin",1
"pins",1
"inse",1
"enpb",1
"npbs",1
"pbse",1
"bser",1
"serc",1
"rcbb",1
"cbbn",1
"bbns",1
"bnse",1
"enpr",1
"rsen",1
"nmrs",1
"seop",1
"eopr",1
"opre",1
"preh",1
"rehl",1
"ehld",1
"hldu",1
"ldul",1
"duld",1
"uldn",1
"betf",1
"etfx",1
"tfxl",1
"fxlf",1
"xlft",1
"lftc",1
"ftcx",1
"tcxl",1
"cxlu",1
"xlul",1
"lulb",1
"ulbe",1
"al-p",1
"l-pr",1
"-prp",1
"prpp",1
"rppi",1
"ppit",1
"pitx",1
"itxl",1
"txly",1
"xlyp",1
"lypp",1
"yppi",1
"ppiy",1
"piyn",1
"iync",1
"yncb",1
"cbem",1
"bemg",1
"emgk",1
"mgks",1
"gkse",1
"ksei",1
"einl",1
"nldr",1
"wldr",1
"ntsg",1
"tsgn",1
"sgne",1
"gnen",1
"nent",1
"entx",1
"ntxs",1
"txse",1
"xse-",1
"e-cr",1
"-crs",1
"crsl",1
"rsle",1
"sle-",1
"le-c",1
"e-ci",1
"-cit",1
"citr",1
"itrs",1
"alwl",1
"lwlp",1
"wlpn",1
"lpnc",1
"pncb",1
"bets",1
"etsm",1
"smel",1
"melr",1
"elrs",1
"rser",1
"serl",1
"erls",1
"rlse",1
"lseu",1
"seur",1
"eurg",1
"urgl",1
"rgls",1
"glsn",1
"lsne",1
"snea",1
"neas",1
"easn",1
"asnw",1
"snwl",1
"nopf",1
"opfs",1
"pfse",1
"fsen",1
"senl",1
"enls",1
"nlsr",1
"lsre",1
"sren",1
"renc",1
"cben",1
"bent",1
"ente",1
"tegd",1
"egdd",1
"gddm",1
"ddmn",1
"dmns",1
"mnse",1
"ncur",1
"cure",1
"urer",1
"rerc",1
"brne",1
"tene",1
"enet",1
"netf",1
"etfr",1
"nenc",1
"ncbr",1
"cbrt",1
"brts",1
"cbei",1
"bein",1
"flrs",1
"eond",1
"onde",1
"nde7",1
"de71",1
"e71n",1
"71nc",1
"1ncb",1
"cdns",1
"dnse",1
"eons",1
"onsf",1
"nsfe",1
"sfe7",1
"fe74",1
"e74n",1
"74nc",1
"4ncb",1
"pr+s",1
"r+se",1
"+sep",1
"eonr",1
"onre",1
"nred",1
"rede",1
"ede7",1
"de75",1
"e75n",1
"75nc",1
"5ncb",1
"tfnr",1
"fnrc",1
"nrcm",1
"msps",1
"spso",1
"psol",1
"olem",1
"lemr",1
"emrd",1
"mrde",1
"rdel",1
"delu",1
"elus",1
"luse",1
"uset",1
"seto",1
"etot",1
"tote",1
"otew",1
"tewl",1
"ldni",1
"dnin",1
"ninl",1
"nldn",1
"194w",1
"94wl",1
"4wld",1
"wld'",1
"ld's",1
"d'sn",1
"snc",1
"sncb",1
"betr",1
"etrf",1
"trfx",1
"rfxl",1
"alpn",1
"lpnt",1
"pnte",1
"tegl",1
"egls",1
"glse",1
"se-s",1
"e-se",1
"-see",1
"seer",1
"eer+",1
"er+e",1
"vlse",1
"lsem",1
"semt",1
"emts",1
"mtse",1
"e-ct",1
"-cts",1
"ctse",1
"se-w",1
"e-ws",1
"-wse",1
"wse-",1
"se-f",1
"e-fr",1
"-frt",1
"frts",1
"pntr",1
"ntrt",1
"trtr",1
"rtrs",1
"eonp",1
"onpr",1
"wldx",1
"ldxl",1
"dxlr",1
"xlrc",1
"lrcm",1
"mspn",1
"spne",1
"pnew",1
"newl",1
"wlds",1
"ldst",1
"dsts",1
"stsm",1
"smex",1
"mexl",1
"dvlm",1
"vlmt",1
"lmt6",1
"mt6t",1
"t6tu",1
"6tun",1
"tuns",1
"unse",1
"cbec",1
"muns",1
"unsa",1
"nsai",1
"sais",1
"aist",1
"iste",1
"sten",1
"tenm",1
"enmu",1
"nmun",1
"muna",1
"unar",1
"nars",1
"klse",1
"se-l",1
"e-lr",1
"-lrs",1
"lrst",1
"rste",1
"ste-",1
"te-t",1
"se-t",1
"se-m",1
"e-mk",1
"-mks",1
"sen-",1
"en-m",1
"n-mr",1
"-mrs",1
"sae6",1
"ae6n",1
"e6ns",1
"6nse",1
"nses",1
"sese",1
"esen",1
"enmb",1
"nmbs",1
"mbse",1
"nmnr",1
"mnrc",1
"nrcb",1
"sep+",1
"ep+e",1
"p+e2",1
"+e2p",1
"e2pt",1
"2pte",1
"ptew",1
"tews",1
"ewsr",1
"wsrc",1
"srcb",1
"26ml",1
"6mls",1
"mlse",1
"lse7",1
"se74",1
"e74s",1
"74sp",1
"4spr",1
"sprk",1
"prks",1
"rkse",1
"kse2",1
"se29",1
"e29k",1
"29ke",1
"9ken",1
"keno",1
"enos",1
"noso",1
"osol",1
"ole1",1
"le17",1
"e173",1
"173r",1
"73r7",1
"3r7r",1
"r7rs",1
"7rse",1
"356l",1
"56le",1
"6lec",1
"lecl",1
"eclg",1
"clgs",1
"lgse",1
"gseu",1
"seuu",1
"euun",1
"uunu",1
"unut",1
"nutr",1
"utre",1
"tred",1
"redk",1
"edkr",1
"dkrs",1
"krse",1
"seps",1
"epse",1
"pses",1
"sesh",1
"eshl",1
"shle",1
"6s1m",1
"s1mt",1
"1mtc",1
"mtcs",1
"tcse",1
"cseh",1
"seht",1
"ehtl",1
"htls",1
"tlse",1
"ncut",1
"cutc",1
"utct",1
"tctr",1
"ctrs",1
"trsn",1
"rsnm",1
"snmr",1
99.8,1
9.84,1
".84.",1
"84.b",1
"4.b2",1
".b2u",1
"b2un",1
"2une",1
"unep",1
"nepl",1
"epls",1
"plse",1
"encr",1
"ncrs",1
"crse",1
"rsea",1
"seao",1
"eaol",1
"aolt",1
"olts",1
"ltse",1
"sens",1
"ensk",1
"nsks",1
"skse",1
"nsre",1
"sreo",1
"reou",1
"eous",1
"ouse",1
"usep",1
"sepu",1
"eput",1
"puts",1
"utse",1
"tsew",1
"wldu",1
"lduc",1
"ducb",1
"ucbe",1
"cbe3",1
"be3x",1
"e3xo",1
"3xor",1
"xorl",1
"dnms",1
"nmse",1
"msen",1
"ein2",1
"in2n",1
"n2nt",1
"2ntr",1
"ntrl",1
"trle",1
"rler",1
"lerc",1
"ntsr",1
"tsrc",1
"srcr",1
"rcrb",1
"crbn",1
"rbne",1
"lspn",1
"spns",1
"pnse",1
"seng",1
"engs",1
"ngsp",1
"gsps",1
"spse",1
"psem",1
"semk",1
"emks",1
"kser",1
"serb",1
"erbs",1
"rbse",1
"bsen",1
"cbea",1
"beav",1
"eavx",1
"avxl",1
"vxlr",1
"hmcr",1
"mcre",1
"cren",1
"renm",1
"mres",1
"resc",1
"escb",1
"scbe",1
"cbeÂ",1
"beÂœ",1
"eÂœm",1
"Âœmu",1
"œmun",1
"mund",1
"undd",1
"nddl",1
"ddls",1
"dlse",1
"d-w-",1
"-w-m",1
"w-m-",1
"-m-y",1
"m-yh",1
"-yhi",1
"yhil",1
"hilx",1
"ilxd",1
"lxdr",1
"xdrl",1
"drlx",1
"mndmx",1
"ndmxn",1
"dmxne",1
"mxnea",1
"xnear",1
"nears",1
"earse",1
"arse-",1
"rse-n",1
"se-n-",1
"e-n-s",1
"-n-st",1
"n-sta",1
"-sta-",1
"sta-k",1
"ta-kn",1
"a-kna",1
"-knar",1
"knare",1
"rnenp",1
"nenpi",1
"enpin",1
"npins",1
"pinse",1
"insen",1
"senpb",1
"enpbs",1
"npbse",1
"pbser",1
"bserc",1
"sercb",1
"ercbb",1
"rcbbn",1
"cbbns",1
"bbnse",1
"bnsen",1
"senpr",1
"enprs",1
"prsei",1
"seinc",1
"prsen",1
"rsenm",1
"senmr",1
"enmrs",1
"nmrse",1
"mrseo",1
"rseop",1
"seopr",1
"eopre",1
"opreh",1
"prehl",1
"rehld",1
"ehldu",1
"hldul",1
"lduld",1
"duldn",1
"uldnc",1
"cbetf",1
"betfx",1
"etfxl",1
"tfxlf",1
"fxlft",1
"xlftc",1
"lftcx",1
"ftcxl",1
"tcxlu",1
"cxlul",1
"xlulb",1
"lulbe",1
"al-pr",1
"l-prp",1
"-prpp",1
"prppi",1
"rppit",1
"ppitx",1
"pitxl",1
"itxly",1
"txlyp",1
"xlypp",1
"lyppi",1
"yppiy",1
"ppiyn",1
"piync",1
"iyncb",1
"yncbe",1
"ncbem",1
"cbemg",1
"bemgk",1
"emgks",1
"mgkse",1
"gksei",1
"ksein",1
"seinl",1
"einld",1
"inldr",1
"nldrc",1
"wldrc",1
"entsg",1
"ntsgn",1
"tsgne",1
"sgnen",1
"gnent",1
"nentx",1
"entxs",1
"ntxse",1
"txse-",1
"xse-c",1
"se-cr",1
"e-crs",1
"-crsl",1
"crsle",1
"rsle-",1
"sle-c",1
"le-ci",1
"e-cit",1
"-citr",1
"citrs",1
"itrse",1
"trsew",1
"alwlp",1
"lwlpn",1
"wlpnc",1
"lpncb",1
"pncbe",1
"cbets",1
"betsm",1
"etsme",1
"tsmel",1
"smelr",1
"melrs",1
"elrse",1
"lrser",1
"rserl",1
"serls",1
"erlse",1
"rlseu",1
"lseur",1
"seurg",1
"eurgl",1
"urgls",1
"rglsn",1
"glsne",1
"lsnea",1
"sneas",1
"neasn",1
"easnw",1
"asnwl",1
"snwld",1
"nwldn",1
"nopfs",1
"opfse",1
"pfsen",1
"fsenl",1
"senls",1
"enlsr",1
"nlsre",1
"lsren",1
"srenc",1
"rencb",1
"ncben",1
"cbent",1
"bente",1
"enteg",1
"ntegd",1
"tegdd",1
"egddm",1
"gddmn",1
"ddmns",1
"dmnse",1
"mnsen",1
"encur",1
"ncure",1
"curer",1
"urerc",1
"rercb",1
"cbrne",1
"tenet",1
"enetf",1
"netfr",1
"etfrn",1
"rnenc",1
"nencb",1
"encbr",1
"ncbrt",1
"cbrts",1
"brtse",1
"rtsen",1
"tsenc",1
"ncbei",1
"cbein",1
"beinc",1
"flrse",1
"lrsep",1
"rsepr",1
"seond",1
"eonde",1
"onde7",1
"nde71",1
"de71n",1
"e71nc",1
"71ncb",1
"1ncbe",1
"cdnse",1
"dnsep",1
"seons",1
"eonsf",1
"onsfe",1
"nsfe7",1
"sfe74",1
"fe74n",1
"e74nc",1
"74ncb",1
"4ncbe",1
"pr+se",1
"r+sep",1
"+sepr",1
"seonr",1
"eonre",1
"onred",1
"nrede",1
"rede7",1
"ede75",1
"de75n",1
"e75nc",1
"75ncb",1
"5ncbe",1
"tfnrc",1
"fnrcm",1
"nrcms",1
"cmsps",1
"mspso",1
"spsol",1
"psole",1
"solem",1
"olemr",1
"lemrd",1
"emrde",1
"mrdel",1
"rdelu",1
"delus",1
"eluse",1
"luset",1
"useto",1
"setot",1
"etote",1
"totew",1
"otewl",1
"tewld",1
"wldni",1
"ldnin",1
"dninl",1
"ninld",1
"inldn",1
"nldnc",1
"194wl",1
"94wld",1
"4wld'",1
"wld's",1
"ld'sn",1
"d'snc",1
"sncb",1
"sncbe",1
"cbetr",1
"betrf",1
"etrfx",1
"trfxl",1
"alpnt",1
"lpnte",1
"pnteg",1
"ntegl",1
"tegls",1
"eglse",1
"glse-",1
"lse-s",1
"se-se",1
"e-see",1
"-seer",1
"seer+",1
"eer+e",1
"vlsem",1
"lsemt",1
"semts",1
"emtse",1
"mtse-",1
"tse-c",1
"se-ct",1
"e-cts",1
"-ctse",1
"ctse-",1
"tse-w",1
"se-ws",1
"e-wse",1
"-wse-",1
"wse-f",1
"se-fr",1
"e-frt",1
"-frts",1
"frtse",1
"pntrt",1
"ntrtr",1
"trtrs",1
"rtrse",1
"trseo",1
"seonp",1
"eonpr",1
"onprs",1
"prsew",1
"nwldx",1
"wldxl",1
"ldxlr",1
"dxlrc",1
"xlrcm",1
"lrcms",1
"cmspn",1
"mspne",1
"spnew",1
"pnewl",1
"newld",1
"ewlds",1
"wldst",1
"ldsts",1
"dstsm",1
"stsme",1
"tsmex",1
"smexl",1
"dvlmt",1
"vlmt6",1
"lmt6t",1
"mt6tu",1
"t6tun",1
"6tuns",1
"tunse",1
"unsen",1
"ncbec",1
"munsa",1
"unsai",1
"nsais",1
"saist",1
"aiste",1
"isten",1
"stenm",1
"tenmu",1
"enmun",1
"nmuna",1
"munar",1
"unars",1
"narse",1
"klse-",1
"lse-l",1
"se-lr",1
"e-lrs",1
"-lrst",1
"lrste",1
"rste-",1
"ste-t",1
"te-tr",1
"rse-t",1
"se-tr",1
"rse-m",1
"se-mk",1
"e-mks",1
"-mkse",1
"mksen",1
"ksen-",1
"sen-m",1
"en-mr",1
"n-mrs",1
"-mrse",1
"sae6n",1
"ae6ns",1
"e6nse",1
"6nses",1
"nsese",1
"sesen",1
"esenm",1
"senmb",1
"enmbs",1
"nmbse",1
"nmnrc",1
"mnrcb",1
"nrcbr",1
"nsep+",1
"sep+e",1
"ep+e2",1
"p+e2p",1
"+e2pt",1
"e2pte",1
"2ptew",1
"ptews",1
"tewsr",1
"ewsrc",1
"wsrcb",1
"srcbr",1
"26mls",1
"6mlse",1
"mlse7",1
"lse74",1
"se74s",1
"e74sp",1
"74spr",1
"4sprk",1
"sprks",1
"prkse",1
"rkse2",1
"kse29",1
"se29k",1
"e29ke",1
"29ken",1
"9keno",1
"kenos",1
"enoso",1
"nosol",1
"osole",1
"sole1",1
"ole17",1
"le173",1
"e173r",1
"173r7",1
"73r7r",1
"3r7rs",1
"r7rse",1
"356le",1
"56lec",1
"6lecl",1
"leclg",1
"eclgs",1
"clgse",1
"lgseu",1
"gseuu",1
"seuun",1
"euunu",1
"uunut",1
"unutr",1
"nutre",1
"utred",1
"tredk",1
"redkr",1
"edkrs",1
"dkrse",1
"krsep",1
"rseps",1
"sepse",1
"epses",1
"psesh",1
"seshl",1
"eshle",1
"6s1mt",1
"s1mtc",1
"1mtcs",1
"mtcse",1
"tcseh",1
"cseht",1
"sehtl",1
"ehtls",1
"htlse",1
"tlsen",1
"encut",1
"ncutc",1
"cutct",1
"utctr",1
"tctrs",1
"ctrsn",1
"trsnm",1
"rsnmr",1
"snmre",1
99.84,1
"9.84.",1
".84.b",1
"84.b2",1
"4.b2u",1
".b2un",1
"b2une",1
"2unep",1
"unepl",1
"nepls",1
"eplse",1
"plsen",1
"sencr",1
"encrs",1
"ncrse",1
"crsea",1
"rseao",1
"seaol",1
"eaolt",1
"aolts",1
"oltse",1
"ltsen",1
"tsens",1
"sensk",1
"ensks",1
"nskse",1
"sksen",1
"ksenr",1
"nsreo",1
"sreou",1
"reous",1
"eouse",1
"ousep",1
"usepu",1
"seput",1
"eputs",1
"putse",1
"utsew",1
"tsewl",1
"ewldu",1
"wlduc",1
"lducb",1
"ducbe",1
"ucbe3",1
"cbe3x",1
"be3xo",1
"e3xor",1
"3xorl",1
"dnmse",1
"nmsen",1
"msenr",1
"nrsei",1
"sein2",1
"ein2n",1
"in2nt",1
"n2ntr",1
"2ntrl",1
"ntrle",1
"trler",1
"rlerc",1
"lercb",1
"entsr",1
"ntsrc",1
"tsrcr",1
"srcrb",1
"rcrbn",1
"crbne",1
"lspns",1
"spnse",1
"pnsen",1
"nseng",1
"sengs",1
"engsp",1
"ngsps",1
"gspse",1
"spsem",1
"psemk",1
"semks",1
"emkse",1
"mkser",1
"kserb",1
"serbs",1
"erbse",1
"rbsen",1
"bsenc",1
"ncbea",1
"cbeav",1
"beavx",1
"eavxl",1
"avxlr",1
"hmcre",1
"mcren",1
"crenm",1
"renmr",1
"enmre",1
"nmres",1
"mresc",1
"rescb",1
"escbe",1
"scbeÂ",1
"cbeÂœ",1
"beÂœm",1
"eÂœmu",1
"Âœmun",1
"œmund",1
"mundd",1
"unddl",1
"nddls",1
"ddlse",1
"d-w-m",1
"-w-m-",1
"w-m-y",1
"-m-yh",1
"m-yhi",1
"-yhil",1
"yhilx",1
"hilxd",1
"ilxdr",1
"lxdrl",1
"xdrlx",1
"mndmxn",1
"ndmxne",1
"dmxnea",1
"mxnear",1
"xnears",1
"nearse",1
"earse-",1
"arse-n",1
"rse-n-",1
"se-n-s",1
"e-n-st",1
"-n-sta",1
"n-sta-",1
"-sta-k",1
"sta-kn",1
"ta-kna",1
"a-knar",1
"-knare",1
"frnenp",1
"rnenpi",1
"nenpin",1
"enpins",1
"npinse",1
"pinsen",1
"insenp",1
